               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 152,            0.019322,            0.013317,          0.00058119,             0.93332,             0.93333,             0.93036,             0.73562,            0.012075,           0.0052498,          0.00029624,           0.0059581,           0.0059581,           0.0059581
                 153,            0.018613,            0.013289,           0.0005961,             0.93321,             0.93333,             0.93513,             0.69724,            0.011942,           0.0056914,          0.00030593,           0.0059162,           0.0059162,           0.0059162
                 154,            0.018122,            0.013098,          0.00059872,             0.99959,             0.93333,             0.98237,             0.75653,           0.0094191,           0.0050139,          0.00029012,           0.0058744,           0.0058744,           0.0058744
                 155,            0.018315,            0.012993,           0.0005219,             0.93743,                   1,             0.99125,             0.81133,           0.0095645,           0.0045039,          0.00025956,           0.0058325,           0.0058325,           0.0058325
                 156,            0.018076,            0.013367,          0.00055441,                   1,              0.9998,               0.995,             0.76899,            0.011301,           0.0048468,          0.00027771,           0.0057907,           0.0057907,           0.0057907
                 157,            0.018657,            0.013583,           0.0005421,             0.93311,             0.93333,             0.93424,             0.76238,            0.011269,           0.0043709,          0.00026282,           0.0057488,           0.0057488,           0.0057488
                 158,            0.018021,            0.013851,          0.00054969,                   1,             0.86651,             0.97625,             0.77065,            0.010517,           0.0044141,          0.00024589,            0.005707,            0.005707,            0.005707
                 159,            0.017804,            0.013028,          0.00053486,                   1,             0.93312,               0.985,             0.76889,            0.011007,           0.0046097,          0.00024219,           0.0056653,           0.0056653,           0.0056653
                 160,            0.018221,             0.01336,          0.00053196,             0.99994,             0.93333,             0.94223,             0.73836,            0.012223,           0.0047325,          0.00027576,           0.0056236,           0.0056236,           0.0056236
                 161,            0.017881,            0.013238,           0.0005778,             0.92854,             0.86625,             0.89957,             0.77604,            0.010427,           0.0050122,          0.00026491,           0.0055819,           0.0055819,           0.0055819
                 162,            0.018219,            0.012954,          0.00054722,                   1,             0.86662,             0.91779,             0.73218,            0.011965,           0.0050082,          0.00030199,           0.0055403,           0.0055403,           0.0055403
                 163,            0.018184,            0.013023,          0.00061227,                   1,             0.93295,             0.97786,             0.75829,            0.010743,           0.0046993,          0.00028031,           0.0054987,           0.0054987,           0.0054987
                 164,            0.017563,            0.012956,          0.00059972,                   1,             0.93322,             0.94121,             0.72766,            0.011031,           0.0046336,          0.00024895,           0.0054571,           0.0054571,           0.0054571
                 165,            0.017911,            0.013188,          0.00063701,                   1,             0.93293,             0.98794,             0.76314,            0.012202,           0.0049857,          0.00025919,           0.0054157,           0.0054157,           0.0054157
                 166,            0.018123,            0.013158,          0.00055537,                   1,             0.93332,                0.98,             0.70466,            0.011564,           0.0059163,          0.00027476,           0.0053743,           0.0053743,           0.0053743
                 167,            0.017827,            0.013138,           0.0005431,             0.99998,             0.86667,              0.9623,             0.75321,           0.0099325,           0.0053418,          0.00028527,           0.0053329,           0.0053329,           0.0053329
                 168,            0.017734,            0.012971,           0.0006241,                   1,             0.86664,             0.90788,             0.78402,           0.0094535,           0.0051643,          0.00026886,           0.0052917,           0.0052917,           0.0052917
                 169,            0.017148,             0.01266,          0.00049996,                   1,               0.933,             0.94073,             0.75571,            0.010711,           0.0049502,           0.0002553,           0.0052505,           0.0052505,           0.0052505
                 170,            0.017609,            0.013235,          0.00048697,             0.99977,             0.93333,             0.94019,             0.74796,           0.0096462,           0.0050172,          0.00026199,           0.0052094,           0.0052094,           0.0052094
                 171,            0.017373,             0.01295,          0.00047835,             0.99994,             0.93333,              0.9426,               0.769,            0.010923,           0.0058072,          0.00025554,           0.0051684,           0.0051684,           0.0051684
                 172,              0.0175,            0.012962,          0.00055061,             0.92838,             0.86435,             0.89559,             0.76785,            0.010834,           0.0046053,          0.00025266,           0.0051274,           0.0051274,           0.0051274
                 173,            0.017705,            0.013103,          0.00058484,                   1,             0.86661,             0.89932,             0.75095,            0.010848,           0.0048521,          0.00024522,           0.0050866,           0.0050866,           0.0050866
                 174,            0.017102,            0.012936,          0.00052012,             0.92855,             0.86638,              0.8929,             0.75462,            0.011925,           0.0045491,          0.00022829,           0.0050459,           0.0050459,           0.0050459
                 175,            0.017308,            0.012635,           0.0005343,             0.99999,             0.86667,             0.90761,             0.78371,           0.0097528,           0.0044087,          0.00023605,           0.0050052,           0.0050052,           0.0050052
                 176,            0.017444,            0.012662,          0.00050879,             0.92835,             0.86667,             0.89859,             0.76527,            0.011262,            0.004712,          0.00025824,           0.0049647,           0.0049647,           0.0049647
                 177,            0.016959,            0.012622,          0.00051543,             0.93313,             0.93333,             0.93733,              0.7511,            0.011117,           0.0050463,          0.00024987,           0.0049243,           0.0049243,           0.0049243
                 178,            0.017289,            0.013231,           0.0004939,             0.99977,             0.86667,             0.92679,              0.8029,            0.010027,           0.0046722,          0.00023251,            0.004884,            0.004884,            0.004884
                 179,            0.017298,            0.012801,          0.00046646,             0.99973,             0.93333,              0.9413,             0.77303,            0.010284,           0.0048739,          0.00024646,           0.0048439,           0.0048439,           0.0048439
                 180,            0.016932,            0.012166,          0.00046398,                   1,             0.86659,             0.93325,             0.78621,            0.010752,           0.0053499,          0.00026568,           0.0048038,           0.0048038,           0.0048038
                 181,            0.017153,            0.012645,          0.00050913,             0.93333,             0.93322,             0.93046,              0.7707,             0.01072,           0.0054823,          0.00026096,           0.0047639,           0.0047639,           0.0047639
                 182,             0.01706,            0.012725,          0.00050236,             0.93322,             0.93333,              0.9777,             0.76332,            0.010139,           0.0050256,          0.00023548,           0.0047242,           0.0047242,           0.0047242
                 183,            0.016992,            0.012571,          0.00048795,             0.92304,             0.79961,             0.88378,             0.76108,            0.011547,            0.005141,          0.00024717,           0.0046845,           0.0046845,           0.0046845
                 184,            0.016652,            0.012783,          0.00050965,             0.92853,             0.86616,             0.89574,             0.73152,            0.012019,            0.004975,          0.00025202,            0.004645,            0.004645,            0.004645
                 185,            0.016777,            0.012403,          0.00046819,             0.93734,                   1,              0.9825,             0.79202,           0.0096615,           0.0047012,          0.00022933,           0.0046057,           0.0046057,           0.0046057
                 186,            0.016692,            0.012546,          0.00045131,             0.93321,             0.93333,             0.93672,             0.76138,            0.010641,           0.0046961,          0.00022813,           0.0045665,           0.0045665,           0.0045665
                 187,            0.016624,            0.012242,          0.00050459,                   1,             0.86651,             0.93097,             0.78311,            0.010815,           0.0046315,          0.00023203,           0.0045275,           0.0045275,           0.0045275
                 188,            0.016512,            0.012444,          0.00040699,                   1,             0.86663,             0.97362,             0.77979,            0.010747,           0.0046758,          0.00020884,           0.0044886,           0.0044886,           0.0044886
                 189,            0.016743,            0.012417,          0.00050841,                   1,             0.86657,             0.88275,             0.74984,            0.010806,           0.0048927,          0.00022668,           0.0044499,           0.0044499,           0.0044499
                 190,            0.016656,            0.012344,          0.00048646,                   1,             0.86654,             0.88004,             0.75225,            0.010288,           0.0047684,          0.00022373,           0.0044114,           0.0044114,           0.0044114
                 191,            0.016179,            0.012699,          0.00044029,             0.92838,             0.86667,             0.87706,             0.74253,            0.010949,           0.0047118,          0.00022157,           0.0043731,           0.0043731,           0.0043731
                 192,            0.016331,            0.012648,          0.00042263,                   1,             0.93324,             0.98794,             0.75504,            0.010526,           0.0048641,          0.00020599,           0.0043349,           0.0043349,           0.0043349
                 193,            0.016444,            0.012288,          0.00044602,             0.93316,             0.93333,             0.93245,             0.76793,            0.010058,           0.0042993,           0.0001986,           0.0042969,           0.0042969,           0.0042969
                 194,            0.016082,            0.012454,          0.00043541,                   1,             0.86662,             0.93081,              0.7572,            0.011909,           0.0051392,          0.00023332,           0.0042591,           0.0042591,           0.0042591
                 195,            0.016131,            0.012267,          0.00046596,                   1,             0.86655,             0.87979,             0.72358,            0.011393,           0.0050599,          0.00022456,           0.0042215,           0.0042215,           0.0042215
                 196,            0.016064,            0.012277,          0.00042945,                   1,             0.86654,             0.94358,             0.76854,            0.010193,           0.0052442,          0.00020789,            0.004184,            0.004184,            0.004184
                 197,            0.016224,            0.011895,          0.00040007,             0.99994,             0.93333,             0.94247,             0.78209,           0.0096919,           0.0048141,          0.00020354,           0.0041468,           0.0041468,           0.0041468
                 198,            0.016045,            0.012421,          0.00045741,             0.99995,             0.86667,              0.9006,             0.76144,            0.011027,           0.0047644,          0.00021944,           0.0041098,           0.0041098,           0.0041098
                 199,            0.016375,            0.012366,          0.00051264,                   1,             0.86664,             0.90613,             0.75925,            0.010425,           0.0045316,          0.00022493,            0.004073,            0.004073,            0.004073
                 200,            0.016034,            0.011962,          0.00039251,                   1,             0.86659,             0.88429,             0.76998,            0.010498,           0.0042865,          0.00022125,           0.0040364,           0.0040364,           0.0040364
                 201,            0.016311,            0.012392,          0.00043952,             0.93333,             0.93323,             0.97533,             0.73844,             0.01093,           0.0044079,           0.0001998,               0.004,               0.004,               0.004
                 202,            0.015984,            0.012301,          0.00043171,                   1,             0.86652,             0.97362,             0.77063,            0.010862,           0.0045968,          0.00021921,           0.0039638,           0.0039638,           0.0039638
                 203,            0.015908,            0.012239,          0.00043263,                   1,             0.86664,             0.90336,             0.73068,            0.010182,           0.0050564,          0.00020678,           0.0039279,           0.0039279,           0.0039279
                 204,            0.015696,            0.012067,          0.00039027,             0.99993,             0.86667,             0.94516,             0.76494,            0.010013,           0.0048355,          0.00019841,           0.0038922,           0.0038922,           0.0038922
                 205,            0.015823,            0.012002,          0.00042101,                   1,             0.86654,             0.91169,             0.75581,            0.010491,            0.004534,          0.00018535,           0.0038567,           0.0038567,           0.0038567
                 206,            0.015754,            0.011656,          0.00039397,             0.93322,             0.93333,             0.93835,             0.75721,           0.0093669,           0.0042399,          0.00018041,           0.0038214,           0.0038214,           0.0038214
                 207,            0.016144,            0.012038,          0.00041966,             0.99998,             0.86667,             0.90526,             0.76518,            0.011011,           0.0046909,          0.00019328,           0.0037864,           0.0037864,           0.0037864
                 208,            0.015617,            0.012211,           0.0004467,             0.93302,             0.93333,             0.93781,             0.75506,            0.011431,           0.0049414,          0.00018946,           0.0037517,           0.0037517,           0.0037517
                 209,            0.015434,            0.011699,          0.00041358,             0.93319,             0.93333,             0.93733,             0.74808,           0.0095803,           0.0047125,          0.00017432,           0.0037171,           0.0037171,           0.0037171
                 210,            0.015644,            0.011943,          0.00042459,             0.93328,             0.93333,             0.93807,             0.76075,            0.009251,           0.0047181,           0.0001893,           0.0036829,           0.0036829,           0.0036829
                 211,            0.015632,            0.012053,          0.00046338,             0.93321,             0.93333,             0.93865,             0.79011,           0.0096692,            0.004982,          0.00019384,           0.0036489,           0.0036489,           0.0036489
                 212,            0.015299,             0.01175,          0.00041607,             0.92822,             0.86667,             0.89188,             0.77442,           0.0098598,           0.0050578,          0.00018475,           0.0036151,           0.0036151,           0.0036151
                 213,            0.015478,             0.01181,          0.00041639,             0.92855,              0.8664,             0.92117,             0.75272,            0.011059,           0.0046631,          0.00018521,           0.0035816,           0.0035816,           0.0035816
                 214,            0.015775,            0.012083,          0.00036608,             0.93333,             0.93329,             0.93992,              0.7609,           0.0095094,           0.0044062,          0.00017036,           0.0035484,           0.0035484,           0.0035484
                 215,            0.015026,            0.011908,          0.00035667,                   1,             0.93331,               0.985,             0.79845,           0.0082129,           0.0043111,          0.00017492,           0.0035154,           0.0035154,           0.0035154
                 216,             0.01544,             0.01198,          0.00043497,                   1,             0.86663,             0.92405,             0.78685,           0.0088502,           0.0043952,          0.00017691,           0.0034827,           0.0034827,           0.0034827
                 217,            0.015204,            0.011545,           0.0003768,              0.9999,             0.86667,             0.91134,             0.76076,           0.0095004,           0.0043218,          0.00018436,           0.0034503,           0.0034503,           0.0034503
                 218,            0.015177,            0.011597,          0.00038249,             0.92293,                 0.8,             0.91103,             0.76119,            0.010332,           0.0044854,          0.00018717,           0.0034182,           0.0034182,           0.0034182
                 219,            0.015599,            0.012439,          0.00043478,             0.99989,             0.86667,                0.93,             0.74405,            0.010726,           0.0047964,          0.00018051,           0.0033863,           0.0033863,           0.0033863
                 220,            0.015028,            0.011706,           0.0003347,                   1,             0.86664,             0.88563,             0.75627,            0.010255,           0.0044371,          0.00017662,           0.0033548,           0.0033548,           0.0033548
                 221,            0.015238,            0.011951,          0.00038969,             0.99986,             0.86667,             0.88057,             0.75483,           0.0091773,           0.0044346,          0.00018192,           0.0033235,           0.0033235,           0.0033235
                 222,            0.015018,            0.011516,          0.00035723,             0.99981,             0.86667,             0.91508,             0.76381,           0.0099097,           0.0045623,          0.00018457,           0.0032925,           0.0032925,           0.0032925
                 223,            0.014943,            0.011891,          0.00036209,             0.99983,             0.86667,             0.90054,             0.77053,           0.0087917,           0.0044561,          0.00019391,           0.0032618,           0.0032618,           0.0032618
                 224,            0.015158,            0.011546,          0.00037514,                   1,             0.86647,             0.93097,             0.77119,           0.0092046,            0.004266,          0.00018415,           0.0032314,           0.0032314,           0.0032314
                 225,            0.014788,            0.011934,          0.00039312,             0.93326,             0.93333,             0.98033,              0.7797,            0.009411,           0.0043258,          0.00017693,           0.0032013,           0.0032013,           0.0032013
                 226,            0.015194,            0.011913,          0.00039779,             0.93728,                   1,             0.99125,             0.76872,           0.0096648,           0.0041938,          0.00015967,           0.0031716,           0.0031716,           0.0031716
                 227,            0.014777,            0.011368,          0.00039013,             0.93314,             0.93333,             0.93781,             0.77516,           0.0093995,           0.0043329,          0.00016318,           0.0031421,           0.0031421,           0.0031421
                 228,            0.014878,            0.011873,          0.00036394,                   1,             0.93321,             0.94365,             0.75563,           0.0098461,           0.0044704,          0.00015569,            0.003113,            0.003113,            0.003113
                 229,            0.014737,             0.01163,          0.00032924,              0.9998,             0.86667,             0.91968,             0.75592,           0.0096581,           0.0042728,           0.0001621,           0.0030841,           0.0030841,           0.0030841
                 230,            0.014683,            0.012008,          0.00037255,                   1,             0.86665,             0.92015,             0.77016,           0.0092858,           0.0043354,          0.00015631,           0.0030556,           0.0030556,           0.0030556
                 231,            0.014683,            0.011564,          0.00036212,             0.99971,             0.86667,             0.91819,             0.76922,           0.0097493,           0.0047738,          0.00017355,           0.0030274,           0.0030274,           0.0030274
                 232,            0.014646,            0.011528,          0.00033205,             0.93333,             0.93328,             0.97319,             0.77578,           0.0098877,           0.0046214,           0.0001778,           0.0029996,           0.0029996,           0.0029996
                 233,            0.014838,            0.011415,          0.00031844,                   1,             0.86665,             0.90039,             0.77246,           0.0090956,           0.0045258,          0.00017185,            0.002972,            0.002972,            0.002972
                 234,            0.014649,            0.011781,          0.00032984,                   1,             0.86645,             0.88348,             0.78777,           0.0092224,           0.0042119,          0.00016894,           0.0029448,           0.0029448,           0.0029448
                 235,            0.014692,            0.011748,          0.00036708,                   1,             0.86661,             0.88612,             0.76461,            0.010156,           0.0046844,          0.00018217,           0.0029179,           0.0029179,           0.0029179
                 236,            0.014512,            0.011369,          0.00029359,              0.9999,             0.93333,             0.94365,             0.76807,           0.0092443,           0.0046643,          0.00015857,           0.0028914,           0.0028914,           0.0028914
                 237,            0.014748,            0.011707,          0.00035159,             0.99989,             0.93333,              0.9448,             0.76565,            0.009682,           0.0047099,          0.00016827,           0.0028652,           0.0028652,           0.0028652
                 238,            0.014764,            0.011445,          0.00032168,             0.99998,             0.86667,              0.9238,             0.78148,           0.0090296,           0.0041307,          0.00017042,           0.0028394,           0.0028394,           0.0028394
                 239,            0.014194,            0.011258,          0.00033941,                   1,             0.86658,              0.9249,             0.79009,           0.0089186,           0.0043993,          0.00016236,           0.0028139,           0.0028139,           0.0028139
                 240,            0.014285,            0.011161,          0.00027641,             0.99995,             0.86667,             0.96444,              0.7819,           0.0084287,           0.0043491,          0.00015479,           0.0027887,           0.0027887,           0.0027887
                 241,            0.014509,            0.011506,           0.0003363,             0.93714,                   1,             0.99125,              0.7823,           0.0085517,           0.0041983,          0.00014408,           0.0027639,           0.0027639,           0.0027639
                 242,            0.014445,            0.011406,          0.00034962,             0.93331,             0.93298,             0.95937,             0.76278,           0.0092738,           0.0044113,          0.00014489,           0.0027395,           0.0027395,           0.0027395
                 243,            0.014411,            0.011467,          0.00031172,             0.99987,             0.86667,             0.92777,             0.75979,           0.0094208,           0.0043562,          0.00015686,           0.0027154,           0.0027154,           0.0027154
                 244,            0.014345,             0.01093,          0.00029583,             0.99984,             0.86667,             0.88057,              0.7651,           0.0091578,           0.0042828,          0.00015096,           0.0026917,           0.0026917,           0.0026917
                 245,            0.014156,            0.011102,          0.00031937,             0.99992,             0.86667,             0.93372,             0.76232,             0.01045,           0.0044246,          0.00015725,           0.0026683,           0.0026683,           0.0026683
                 246,            0.014206,            0.011338,          0.00033034,                   1,             0.86664,             0.93413,             0.77313,           0.0095713,           0.0045101,          0.00014777,           0.0026453,           0.0026453,           0.0026453
                 247,            0.014121,             0.01138,          0.00032164,             0.99959,             0.86667,             0.93458,             0.79303,           0.0090375,            0.004284,          0.00014854,           0.0026227,           0.0026227,           0.0026227
                 248,            0.014205,             0.01097,          0.00028264,             0.99993,             0.86667,             0.94385,             0.77015,            0.010081,           0.0043983,          0.00014403,           0.0026004,           0.0026004,           0.0026004
                 249,            0.014272,            0.010692,          0.00032816,             0.99997,             0.86667,              0.9467,             0.77016,           0.0095196,           0.0043181,          0.00014856,           0.0025785,           0.0025785,           0.0025785
                 250,             0.01396,            0.011599,          0.00029081,             0.99984,             0.86667,              0.9467,             0.76222,           0.0097307,           0.0044706,           0.0001469,            0.002557,            0.002557,            0.002557
                 251,            0.014075,            0.011099,          0.00038603,                   1,             0.86663,             0.94194,             0.77781,           0.0094752,           0.0047957,          0.00015387,           0.0025359,           0.0025359,           0.0025359
                 252,            0.014237,            0.011092,          0.00032625,             0.99986,             0.86667,             0.90962,             0.76498,           0.0085973,           0.0046528,          0.00015087,           0.0025151,           0.0025151,           0.0025151
                 253,            0.013916,            0.010884,          0.00032295,             0.99992,             0.86667,             0.90478,             0.76279,           0.0091971,           0.0045828,          0.00014858,           0.0024948,           0.0024948,           0.0024948
                 254,            0.013903,            0.011116,          0.00030767,             0.99996,             0.86667,             0.91057,              0.7806,           0.0096417,           0.0045715,          0.00013952,           0.0024748,           0.0024748,           0.0024748
                 255,            0.014186,            0.011716,          0.00031798,             0.99993,             0.86667,             0.88275,             0.75638,            0.010312,           0.0046735,           0.0001432,           0.0024552,           0.0024552,           0.0024552
